Fire Number,Incident Name,Fire Start Date,Initial Report Date,Fire Out Date,Region,Zone,County,Municipality,Cause,NFFL Fuel Model,Complex Type,Acreage,Latitude,Longitude,Ownership,State Land Unit Name,Total,Fatalities,Injuries,Homes Lost,Homes Threatened,Other Structures Lost,Other Structures Threatened,Reporting Ranger,Fire Report Method,Railroad Name,Location 1
NYS-2013-0140,Blue Point Road Fire,2013-11-12T00:00:00,2013-11-12T00:00:00,2013-11-15T00:00:00,3,3B,ULSTER,LLOYD,Railroad, 8 - Timber - Light Hardwood Litter,5,3,41.69271,-73.95128,Other Not Classified,,0,0,0,0,0,0,0,"Mecus,Robert ",Fire Department,CSX Railroad,"{'longitude': '-73.95128', 'needs_recoding': False, 'latitude': '41.69271'}"
NYS-2013-0141,Flaggy Meadow Fire,2013-10-25T00:00:00,2013-10-25T00:00:00,2013-11-06T00:00:00,3,3B,ROCKLAND,STONY POINT,Campfire, 9 - Timber - Medium Hardwood Litter,5,25,41.2563,-74.06214,OPR&HP (State Parks),Harriman State Park,0,0,0,0,0,0,0,"Tyrrell,Gregory ",Landowner,,"{'longitude': '-74.06214', 'needs_recoding': False, 'latitude': '41.2563'}"
NYS-2013-0142,Torne Mt. Fire,2013-10-28T00:00:00,2013-10-28T00:00:00,2013-11-06T00:00:00,3,3B,ROCKLAND,RAMAPO,Campfire, 9 - Timber - Medium Hardwood Litter,5,45,41.15066,-74.16353,OPR&HP (State Parks),Harriman State Park,0,0,0,0,0,0,0,"Tyrrell,Gregory ",Landowner,,"{'longitude': '-74.16353', 'needs_recoding': False, 'latitude': '41.15066'}"
NYS-2013-0143,Orangeburg Fire,2013-11-14T00:00:00,2013-11-14T00:00:00,2013-11-27T00:00:00,3,3B,ROCKLAND,ORANGETOWN,Campfire, 9 - Timber - Medium Hardwood Litter,3,363,41.0527,-73.93986,Other Government,NA,0,0,0,0,0,0,0,"Tyrrell,Gregory ",DEC Dispatch,,"{'longitude': '-73.93986', 'needs_recoding': False, 'latitude': '41.0527'}"
NYS-2013-0144,Kings Point Fire,2013-11-15T00:00:00,2013-11-15T00:00:00,2013-11-25T00:00:00,1,1A,NASSAU,NORTH HEMPSTEAD,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,4,1.8,40.81314,-73.74708,Other Government,Kings Point ,0,0,0,0,0,0,0,"Nally,David X",911 Dispatch,,"{'longitude': '-73.74708', 'needs_recoding': False, 'latitude': '40.81314'}"
NYS-2013-0145,Ferguson Fire,2013-11-19T00:00:00,2013-11-19T00:00:00,2013-11-19T00:00:00,4,4A,ALBANY,COLONIE,Equipment, 8 - Timber - Light Hardwood Litter,5,0.1,42.72258,-73.87628,Other Government,Albany Pine Bush Preserve,0,0,0,0,0,0,0,"Glesmann,Karen ",DEC Dispatch,,"{'longitude': '-73.87628', 'needs_recoding': False, 'latitude': '42.72258'}"
NYS-2013-0146,Wolfe Pond Fire,2013-11-19T00:00:00,2013-11-19T00:00:00,2013-11-21T00:00:00,2,2A,RICHMOND,STATEN ISLAND,Incendiary, 3 - Grass - Heavy,4,3.8,40.52481,-74.19252,Other Government,,0,0,0,0,0,0,0,"Martin,Russell P",Other,,"{'longitude': '-74.19252', 'needs_recoding': False, 'latitude': '40.52481'}"
NYS-2013-0147,Thrown Axe Fire,2013-11-19T00:00:00,2013-11-19T00:00:00,2013-11-25T00:00:00,2,2A,RICHMOND,STATEN ISLAND,Incendiary, 8 - Timber - Light Hardwood Litter,4,3,40.52464,-74.19617,Other Government,,0,0,0,0,0,0,0,"Martin,Russell P",Other,,"{'longitude': '-74.19617', 'needs_recoding': False, 'latitude': '40.52464'}"
NYS-2013-0148,Corbin Fire ,2013-11-24T00:00:00,2013-11-24T00:00:00,2013-11-27T00:00:00,1,1A,SUFFOLK,BABYLON,Miscellaneous,12 - Slash - Medium,4,4,40.76312,-73.28975,Private Property,,0,0,0,0,0,0,0,"Pries,Joseph M",911 Dispatch,,"{'longitude': '-73.28975', 'needs_recoding': False, 'latitude': '40.76312'}"
NYS-2013-0149,RPSpot 14 Fire,2013-11-25T00:00:00,2013-11-25T00:00:00,2013-11-29T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 6 - Brush - Mixed/Regeneration,1,0.1,40.91072,-72.94774,Other Not Classified,Rocky Point,0,0,0,0,0,0,0,"Nally,David X",Fire Department,,"{'longitude': '-72.94774', 'needs_recoding': False, 'latitude': '40.91072'}"
NYS-2014-0001,Spring Creek 1 Fire,2014-03-15T00:00:00,2014-03-15T00:00:00,2014-03-19T00:00:00,2,2A,QUEENS,QUEENS,Children, 3 - Grass - Heavy,4,38.6,40.65293,-73.85074,Federal Lands,,0,0,0,0,0,0,4,"Martin,Russell P",911 Dispatch,,"{'longitude': '-73.85074', 'needs_recoding': False, 'latitude': '40.65293'}"
NYS-2014-0002,Twin Lakes fire,2014-03-20T00:00:00,2014-03-20T00:00:00,2014-03-20T00:00:00,1,1A,NASSAU,HEMPSTEAD,Smoking, 1 - Grass - Light,5,0.2,40.68136,-73.51512,OPR&HP (State Parks),Twin Lake State Park,0,0,0,0,0,0,0,"Pries,Joseph M",Supervisor,,"{'longitude': '-73.51512', 'needs_recoding': False, 'latitude': '40.68136'}"
NYS-2014-0003,Pocket Rd Fire,2014-03-22T00:00:00,2014-03-22T00:00:00,2014-03-23T00:00:00,3,3B,DUTCHESS,FISHKILL,Smoking, 8 - Timber - Light Hardwood Litter,5,2,41.49655,-73.94694,Private Property,,14,0,0,0,0,0,0,"Davey,Nancy H",911 Dispatch,,"{'longitude': '-73.94694', 'needs_recoding': False, 'latitude': '41.49655'}"
NYS-2014-0004,BIBLE FIRE,2014-03-23T00:00:00,2014-03-23T00:00:00,2014-03-23T00:00:00,7,7A,BROOME,DICKINSON,Campfire,12 - Slash - Medium,4,1.1,42.12161,-75.88503,Private Property,,0,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,,"{'longitude': '-75.88503', 'needs_recoding': False, 'latitude': '42.12161'}"
NYS-2014-0005,Jeep Runner Fire,2014-03-23T00:00:00,2014-03-24T00:00:00,2014-03-24T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Equipment, 8 - Timber - Light Hardwood Litter,5,0.1,40.90819,-72.92135,Unique Area,Rocky Point,0,0,0,0,0,0,0,"Gallagher,Bryan ",911 Dispatch,,"{'longitude': '-72.92135', 'needs_recoding': False, 'latitude': '40.90819'}"
NYS-2014-0006,Toms Fire,2014-03-26T00:00:00,2014-03-26T00:00:00,2014-03-27T00:00:00,1,1A,SUFFOLK,RIVERHEAD,Incendiary, 9 - Timber - Medium Hardwood Litter,5,1.2,40.90442,-72.822,State Forest/RF Area,Otis Pike Preserve,0,0,0,0,0,0,0,"Lunt,Chester A",Fire Department,,"{'longitude': '-72.822', 'needs_recoding': False, 'latitude': '40.90442'}"
NYS-2014-0007,Frost Fire,2014-03-26T00:00:00,2014-03-26T00:00:00,2014-03-27T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 9 - Timber - Medium Hardwood Litter,5,0.1,40.90699,-72.93068,Wildlife Management Area,Rocky Point Preserve,0,0,0,0,0,0,0,"Lunt,Chester A",911 Dispatch,,"{'longitude': '-72.93068', 'needs_recoding': False, 'latitude': '40.90699'}"
NYS-2014-0008,River Rd Fire,2014-03-26T00:00:00,2014-03-26T00:00:00,2014-03-28T00:00:00,1,1A,SUFFOLK,RIVERHEAD,Incendiary, 9 - Timber - Medium Hardwood Litter,5,1.9,40.90173,-72.78609,Other Government,Suffolk Co Park,0,0,0,0,0,0,0,"Lunt,Chester A",911 Dispatch,,"{'longitude': '-72.78609', 'needs_recoding': False, 'latitude': '40.90173'}"
NYS-2014-0009,Kohls Fire,2014-03-26T00:00:00,2014-03-26T00:00:00,2014-03-28T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 6 - Brush - Mixed/Regeneration,5,0.1,40.94339,-72.94514,Other Not Classified,Rocky Point NRMA,0,0,0,0,0,0,0,"Nally,David X",911 Dispatch,,"{'longitude': '-72.94514', 'needs_recoding': False, 'latitude': '40.94339'}"
NYS-2014-0010,Executive Fire,2014-03-27T00:00:00,2014-03-27T00:00:00,2014-03-29T00:00:00,1,1A,SUFFOLK,ISLIP,Incendiary, 5 - Brush - Continuous but Light,5,0.1,40.77682,-73.29511,Private Property,,0,0,0,0,0,0,0,"Pries,Joseph M",Supervisor,,"{'longitude': '-73.29511', 'needs_recoding': False, 'latitude': '40.77682'}"
NYS-2014-0011,Upper Red Creek Fire,2014-03-27T00:00:00,2014-03-27T00:00:00,2014-03-29T00:00:00,1,1A,SUFFOLK,SOUTHAMPTON,Incendiary,10 - Timber  - Heavy Litter/Downed Fuels,5,0.2,40.90577,-72.5615,Other Government,Hubbard County Park,0,0,0,0,0,0,0,"Gallagher,Bryan ",911 Dispatch,,"{'longitude': '-72.5615', 'needs_recoding': False, 'latitude': '40.90577'}"
NYS-2014-0012,Sabrina Fire,2014-03-26T00:00:00,2014-03-26T00:00:00,2014-03-27T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 9 - Timber - Medium Hardwood Litter,4,3.4,40.8343,-72.73982,Other Government,,0,0,0,0,0,0,0,"Lunt,Chester A",911 Dispatch,,"{'longitude': '-72.73982', 'needs_recoding': False, 'latitude': '40.8343'}"
NYS-2014-0013,Woodland Ave,2014-04-06T00:00:00,2014-04-06T00:00:00,2014-04-06T00:00:00,3,3A,ULSTER,WAWARSING,Debris Burning, 8 - Timber - Light Hardwood Litter,5,1,41.75279,-74.37198,Private Property,,0,0,0,0,0,0,0,"Stratton,Robert  E",911 Dispatch,,"{'longitude': '-74.37198', 'needs_recoding': False, 'latitude': '41.75279'}"
NYS-2014-0014,Helmer Creek RX,2014-04-10T00:00:00,2014-04-10T00:00:00,2014-04-10T00:00:00,8,8A,STEUBEN,RATHBONE,Prescribed Fire, 1 - Grass - Light,5,11,42.17776,-77.34948,Wildlife Management Area,Helmer Creek,0,0,0,0,0,0,0,"Meehan,William X",Ranger Patrol,,"{'longitude': '-77.34948', 'needs_recoding': False, 'latitude': '42.17776'}"
NYS-2014-0015,Joe Lane,2014-04-10T00:00:00,2014-04-10T00:00:00,2014-04-10T00:00:00,3,3B,SULLIVAN,MAMAKATING,Smoking, 1 - Grass - Light,5,0.3,41.6115,-74.4531,Private Property,,0,0,0,0,0,0,0,"Quinn,Logan T",911 Dispatch,,"{'longitude': '-74.4531', 'needs_recoding': False, 'latitude': '41.6115'}"
NYS-2014-0016,Bedard Fire,2014-04-10T00:00:00,2014-04-10T00:00:00,2014-04-10T00:00:00,4,4A,RENSSELAER,PITTSTOWN,Debris Burning, 8 - Timber - Light Hardwood Litter,4,2.1,42.88275,-73.57623,Private Property,,0,0,0,0,0,1,0,"Hess,Joseph C",911 Dispatch,,"{'longitude': '-73.57623', 'needs_recoding': False, 'latitude': '42.88275'}"
NYS-2014-0017,Scharf Fire,2014-04-10T00:00:00,2014-04-10T00:00:00,2014-04-10T00:00:00,9,9A,CATTARAUGUS,MANSFIELD,Debris Burning, 1 - Grass - Light,5,0.1,42.31318,-78.72778,Private Property,na,0,0,0,0,0,0,0,"Rogers,Robert C",911 Dispatch,na,"{'longitude': '-78.72778', 'needs_recoding': False, 'latitude': '42.31318'}"
NYS-2014-0018,Latimer Road Fire,2014-04-10T00:00:00,2014-04-10T00:00:00,2014-04-11T00:00:00,4,4B,MONTGOMERY,CANAJOHARIE,Miscellaneous, 1 - Grass - Light,5,34.7,42.83707,-74.59813,Private Property,,0,0,0,0,0,0,0,"Geesler,Sarah B",911 Dispatch,,"{'longitude': '-74.59813', 'needs_recoding': False, 'latitude': '42.83707'}"
NYS-2014-0019,Allen Fire,2014-04-10T00:00:00,2014-04-10T00:00:00,2014-04-11T00:00:00,8,8A,CHEMUNG,VAN ETTEN,Debris Burning, 1 - Grass - Light,4,14.5,42.16208,-76.5922,Private Property,,0,0,0,0,0,0,0,"Meehan,William X",911 Dispatch,,"{'longitude': '-76.5922', 'needs_recoding': False, 'latitude': '42.16208'}"
NYS-2014-0020,Moffre Road Fire,2014-04-10T00:00:00,2014-04-10T00:00:00,2014-04-10T00:00:00,4,4B,OTSEGO,MILFORD,Debris Burning, 5 - Brush - Continuous but Light,5,1.2,42.50891,-74.9484,Private Property,,0,0,0,0,0,0,0,"Chappell,Michael C",911 Dispatch,,"{'longitude': '-74.9484', 'needs_recoding': False, 'latitude': '42.50891'}"
NYS-2014-0021,Halse Fire,2014-04-10T00:00:00,2014-04-10T00:00:00,2014-04-12T00:00:00,4,4A,RENSSELAER,SAND LAKE,Debris Burning, 8 - Timber - Light Hardwood Litter,4,0.5,42.60421,-73.5195,Private Property,,0,0,0,0,0,0,0,"Hess,Joseph C",911 Dispatch,,"{'longitude': '-73.5195', 'needs_recoding': False, 'latitude': '42.60421'}"
NYS-2014-0022,Helmer Creek 2 RX,2014-04-11T00:00:00,2014-04-11T00:00:00,2014-04-11T00:00:00,8,8A,STEUBEN,RATHBONE,Prescribed Fire, 1 - Grass - Light,5,12,42.17776,-77.34948,Wildlife Management Area,Helmer Creek ,0,0,0,0,0,0,0,"Meehan,William X",DEC Dispatch,,"{'longitude': '-77.34948', 'needs_recoding': False, 'latitude': '42.17776'}"
NYS-2014-0023,Newpher Fire,2014-04-12T00:00:00,2014-04-12T00:00:00,2014-04-12T00:00:00,9,9A,CATTARAUGUS,ELLICOTTVILLE,Debris Burning, 1 - Grass - Light,5,0.8,42.30214,-78.64983,Private Property,,0,0,0,0,0,0,0,"Flanagan,Martin T",911 Dispatch,,"{'longitude': '-78.64983', 'needs_recoding': False, 'latitude': '42.30214'}"
NYS-2014-0024,Parisi Fire,2014-04-12T00:00:00,2014-04-12T00:00:00,2014-04-12T00:00:00,4,4A,RENSSELAER,STEPHENTOWN,Miscellaneous, 1 - Grass - Light,5,0.5,42.59362,-73.3687,Private Property,,0,0,0,0,0,0,0,"Hess,Joseph C",911 Dispatch,,"{'longitude': '-73.3687', 'needs_recoding': False, 'latitude': '42.59362'}"
NYS-2014-0025,Frazier Fire,2014-04-13T00:00:00,2014-04-13T00:00:00,2014-04-13T00:00:00,9,9A,CATTARAUGUS,FRANKLINVILLE,Debris Burning, 1 - Grass - Light,4,3,42.33446,-78.56242,Private Property,,0,0,0,0,0,0,0,"Flanagan,Martin T",911 Dispatch,,"{'longitude': '-78.56242', 'needs_recoding': False, 'latitude': '42.33446'}"
NYS-2014-0026,Hillcrest Ave,2014-04-13T00:00:00,2014-04-13T00:00:00,2014-04-13T00:00:00,3,3B,SULLIVAN,THOMPSON,Smoking, 7 - Brush - Understory,5,1,41.66042,-74.68665,Private Property,,0,0,0,0,0,0,0,"Quinn,Logan T",911 Dispatch,,"{'longitude': '-74.68665', 'needs_recoding': False, 'latitude': '41.66042'}"
NYS-2014-0027,Becker Hill Fire,2014-04-13T00:00:00,2014-04-13T00:00:00,2014-04-14T00:00:00,3,3B,DUTCHESS,MILAN,Debris Burning, 5 - Brush - Continuous but Light,4,37,42.00951,-73.79529,Private Property,N/A,0,0,0,0,0,0,0,"Cunningham,Aimee T",DEC Dispatch,N/A,"{'longitude': '-73.79529', 'needs_recoding': False, 'latitude': '42.00951'}"
NYS-2014-0028,Tilbury Hill Fire,2014-04-13T00:00:00,2014-04-13T00:00:00,2014-04-14T00:00:00,7,7A,TIOGA,OWEGO,Debris Burning, 8 - Timber - Light Hardwood Litter,4,21,42.09907,-76.15726,Private Property,,72,0,1,0,0,0,0,"Oldroyd,Joan T",DEC Dispatch,,"{'longitude': '-76.15726', 'needs_recoding': False, 'latitude': '42.09907'}"
NYS-2014-0029,Deerpark,2014-04-13T00:00:00,2014-04-13T00:00:00,2014-04-14T00:00:00,3,3B,ORANGE,DEERPARK,Smoking, 2 - Grass - Understory,5,1,41.42348,-74.62453,Private Property,NA,0,0,0,0,0,0,0,"Parlier,Philip J",911 Dispatch,,"{'longitude': '-74.62453', 'needs_recoding': False, 'latitude': '41.42348'}"
NYS-2014-0030,Fulmer Valley Fire,2014-04-13T00:00:00,2014-04-13T00:00:00,2014-04-13T00:00:00,9,9A,ALLEGANY,INDEPENDENCE,Power line, 9 - Timber - Medium Hardwood Litter,4,6.2,42.10143,-77.8354,Private Property,,0,0,0,0,0,0,0,"Thaine,Justin T",911 Dispatch,,"{'longitude': '-77.8354', 'needs_recoding': False, 'latitude': '42.10143'}"
NYS-2014-0031,Amphibian RX,2014-04-14T00:00:00,2014-04-14T00:00:00,2014-04-16T00:00:00,4,4A,ALBANY,COLONIE,Prescribed Fire, 7 - Brush - Understory,4,46,42.73944,-73.88284,Other Government,Albany Pine Bush,0,0,0,0,0,0,0,"Chappell,Michael C",Other,,"{'longitude': '-73.88284', 'needs_recoding': False, 'latitude': '42.73944'}"
NYS-2014-0032,Bates Fire,2014-04-14T00:00:00,2014-04-14T00:00:00,2014-04-14T00:00:00,9,9A,CATTARAUGUS,OTTO,Debris Burning, 1 - Grass - Light,4,3.2,42.35533,-78.80962,Private Property,,0,0,0,0,0,0,0,"Flanagan,Martin T",911 Dispatch,,"{'longitude': '-78.80962', 'needs_recoding': False, 'latitude': '42.35533'}"
NYS-2014-0033,Twin lines,2014-04-13T00:00:00,2014-04-14T00:00:00,2014-04-16T00:00:00,1,1A,SUFFOLK,ISLIP,Incendiary, 5 - Brush - Continuous but Light,5,0.7,40.77271,-73.12914,OPR&HP (State Parks),,0,0,0,0,0,0,0,"Pries,Joseph M",Fire Department,,"{'longitude': '-73.12914', 'needs_recoding': False, 'latitude': '40.77271'}"
NYS-2014-0034,Humphrey Rd Fire,2014-04-14T00:00:00,2014-04-14T00:00:00,2014-04-14T00:00:00,9,9A,CATTARAUGUS,HUMPHREY,Debris Burning, 1 - Grass - Light,4,1,42.24027,-78.51739,Private Property,na,0,0,0,0,0,0,0,"Rogers,Robert C",911 Dispatch,na,"{'longitude': '-78.51739', 'needs_recoding': False, 'latitude': '42.24027'}"
NYS-2014-0035,Moses Kill Fire,2014-04-14T00:00:00,2014-04-14T00:00:00,2014-04-16T00:00:00,5,5F,WASHINGTON,ARGYLE,Power line, 1 - Grass - Light,5,3,43.26342,-73.47851,Private Property,,0,0,0,0,0,0,0,"Bodnar,Michael J",911 Dispatch,,"{'longitude': '-73.47851', 'needs_recoding': False, 'latitude': '43.26342'}"
NYS-2014-0036,Runyon Fire ,2014-04-14T00:00:00,2014-04-14T00:00:00,2014-04-14T00:00:00,4,4A,COLUMBIA,CLAVERACK,Incendiary, 4 - Brush - Heavy/Volatile,4,15.3,42.22732,-73.71089,Private Property,,0,0,0,0,0,0,0,"Breigle,Jeffrey ",911 Dispatch,,"{'longitude': '-73.71089', 'needs_recoding': False, 'latitude': '42.22732'}"
NYS-2014-0037,Frog Hollow Fire ,2014-04-14T00:00:00,2014-04-14T00:00:00,2014-04-15T00:00:00,3,3A,ULSTER,WAWARSING,Debris Burning, 7 - Brush - Understory,5,9.3,41.74187,-74.49514,Private Property,,0,0,0,0,0,0,0,"Meade,David ",911 Dispatch,,"{'longitude': '-74.49514', 'needs_recoding': False, 'latitude': '41.74187'}"
NYS-2014-0038,Goethals ,2014-04-14T00:00:00,2014-04-14T00:00:00,2014-04-17T00:00:00,2,2A,RICHMOND,STATEN ISLAND,Equipment, 3 - Grass - Heavy,2,32.4,40.62856,-74.18818,Private Property,,0,0,0,0,0,0,0,"Martin,Russell P",Other,,"{'longitude': '-74.18818', 'needs_recoding': False, 'latitude': '40.62856'}"
NYS-2014-0039,Myers Rd fire,2014-04-14T00:00:00,2014-04-14T00:00:00,2014-04-14T00:00:00,4,4B,SCHOHARIE,COBLESKILL,Debris Burning, 1 - Grass - Light,5,0.2,42.41931,-74.26408,Private Property,,0,0,0,0,0,0,0,"Henry,William ",911 Dispatch,,"{'longitude': '-74.26408', 'needs_recoding': False, 'latitude': '42.41931'}"
NYS-2014-0040,North Branch Fire,2014-04-18T00:00:00,2014-04-18T00:00:00,2014-04-18T00:00:00,9,9A,ALLEGANY,ANGELICA,Debris Burning, 3 - Grass - Heavy,5,1.5,42.26162,-77.96384,Private Property,,0,0,0,0,0,0,0,"Thaine,Justin T",911 Dispatch,,"{'longitude': '-77.96384', 'needs_recoding': False, 'latitude': '42.26162'}"
NYS-2014-0041,West Mountain,2014-04-20T00:00:00,2014-04-20T00:00:00,2014-04-20T00:00:00,5,5E,WARREN,QUEENSBURY,Power line, 1 - Grass - Light,5,1,43.28701,-73.72807,Private Property,,0,0,0,0,0,0,0,"Kabrehl,Charles J",911 Dispatch,,"{'longitude': '-73.72807', 'needs_recoding': False, 'latitude': '43.28701'}"
NYS-2014-0042,Onondaga Escarpment Fire,2014-04-21T00:00:00,2014-04-21T00:00:00,2014-04-22T00:00:00,9,9A,ERIE,NEWSTEAD,Campfire, 1 - Grass - Light,5,0.1,43.02465,-78.48235,Unique Area,Onondaga Escarpment,0,0,0,0,0,0,0,"Kennedy,John S",Ranger Patrol,,"{'longitude': '-78.48235', 'needs_recoding': False, 'latitude': '43.02465'}"
NYS-2014-0043,Rush Oak Openings RX,2014-04-21T00:00:00,2014-04-21T00:00:00,2014-04-23T00:00:00,8,8A,MONROE,RUSH,Prescribed Fire, 3 - Grass - Heavy,4,87,42.95995,-77.6823,State Forest/RF Area,Rush Oak Openings,0,0,0,0,0,0,0,"Meehan,William X",DEC Dispatch,,"{'longitude': '-77.6823', 'needs_recoding': False, 'latitude': '42.95995'}"
NYS-2014-0044,183dillrd,2014-04-19T00:00:00,2014-04-19T00:00:00,2014-04-19T00:00:00,3,3B,SULLIVAN,FORESTBURGH,Debris Burning, 1 - Grass - Light,5,1,41.59551,-74.7308,Private Property,,0,0,0,0,0,0,0,"Virkler,Alexander R",911 Dispatch,,"{'longitude': '-74.7308', 'needs_recoding': False, 'latitude': '41.59551'}"
NYS-2014-0045,George Smith Fire,2014-04-21T00:00:00,2014-04-21T00:00:00,2014-04-21T00:00:00,4,4A,RENSSELAER,STEPHENTOWN,Debris Burning, 1 - Grass - Light,5,0.4,42.60749,-73.35195,Private Property,,0,0,0,0,0,0,0,"Hess,Joseph C",911 Dispatch,,"{'longitude': '-73.35195', 'needs_recoding': False, 'latitude': '42.60749'}"
NYS-2014-0046,Ghost Fire,2014-04-21T00:00:00,2014-04-21T00:00:00,2014-04-23T00:00:00,7,7A,CHENANGO,GUILFORD,Miscellaneous, 3 - Grass - Heavy,5,27.5,42.35197,-75.50652,Private Property,N/A,0,0,0,0,0,0,0,"Burkholder,Michael W",Fire Department,,"{'longitude': '-75.50652', 'needs_recoding': False, 'latitude': '42.35197'}"
NYS-2014-0047,Circleville Fire ,2014-04-21T00:00:00,2014-04-21T00:00:00,2014-04-22T00:00:00,3,3B,ORANGE,WALLKILL,Incendiary, 8 - Timber - Light Hardwood Litter,5,4.8,41.53042,-74.40872,Private Property,,0,0,0,0,0,0,0,"Parlier,Philip J",Fire Department,,"{'longitude': '-74.40872', 'needs_recoding': False, 'latitude': '41.53042'}"
NYS-2014-0048,Walz Fire,2014-04-21T00:00:00,2014-04-21T00:00:00,2014-04-21T00:00:00,4,4B,DELAWARE,SIDNEY,Debris Burning, 5 - Brush - Continuous but Light,5,0.6,42.27515,-75.21668,Private Property,,0,0,0,0,0,0,0,"Seeley,Jason J",Landowner,,"{'longitude': '-75.21668', 'needs_recoding': False, 'latitude': '42.27515'}"
NYS-2014-0049,Twin Lakes Fire,2014-04-21T00:00:00,2014-04-21T00:00:00,2014-04-22T00:00:00,3,3B,ORANGE,WOODBURY,Campfire, 8 - Timber - Light Hardwood Litter,5,21.1,41.30352,-74.07554,OPR&HP (State Parks),Harriman State Park,0,0,0,0,0,0,0,"Cunningham,Aimee T",DEC Dispatch,N/A,"{'longitude': '-74.07554', 'needs_recoding': False, 'latitude': '41.30352'}"
NYS-2014-0050,Memorial Drive Fire,2014-04-22T00:00:00,2014-04-22T00:00:00,2014-04-23T00:00:00,3,3B,PUTNAM,SOUTHEAST,Power line, 8 - Timber - Light Hardwood Litter,5,8,41.41807,-73.54015,Private Property,N/A,0,0,0,0,0,0,0,"Cunningham,Aimee T",DEC Dispatch,N/A,"{'longitude': '-73.54015', 'needs_recoding': False, 'latitude': '41.41807'}"
NYS-2014-0051,Manorville Fire,2014-04-23T00:00:00,2014-04-23T00:00:00,2014-04-24T00:00:00,1,1A,SUFFOLK,RIVERHEAD,Incendiary, 8 - Timber - Light Hardwood Litter,5,0.1,40.90144,-72.81485,Wildlife Management Area,Peconic Headwaters,0,0,0,0,0,0,0,"Gallagher,Bryan ",911 Dispatch,,"{'longitude': '-72.81485', 'needs_recoding': False, 'latitude': '40.90144'}"
NYS-2014-0052,666 Fire,2014-04-23T00:00:00,2014-04-23T00:00:00,2014-04-24T00:00:00,1,1A,SUFFOLK,SOUTHAMPTON,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,1.6,40.88193,-72.61572,Other Government,,0,0,0,0,0,0,0,"Gallagher,Bryan ",911 Dispatch,,"{'longitude': '-72.61572', 'needs_recoding': False, 'latitude': '40.88193'}"
NYS-2014-0053,Bartlett Fire,2014-04-22T00:00:00,2014-04-23T00:00:00,2014-04-25T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 8 - Timber - Light Hardwood Litter,4,6.8,40.87564,-72.94706,State Forest/RF Area,East Bartlett,0,0,0,0,0,0,0,"Gallagher,Bryan ",Local P.D.,,"{'longitude': '-72.94706', 'needs_recoding': False, 'latitude': '40.87564'}"
NYS-2014-0054,CAMERON MEADOWS RX,2014-04-24T00:00:00,2014-04-24T00:00:00,2014-04-24T00:00:00,8,8A,STEUBEN,CAMERON,Prescribed Fire, 3 - Grass - Heavy,5,11.8,42.21429,-77.40644,State Forest/RF Area,CAMERON STATE FOREST,0,0,0,0,0,0,0,"Carpenter,Timothy J",Other,,"{'longitude': '-77.40644', 'needs_recoding': False, 'latitude': '42.21429'}"
NYS-2014-0055,Middle Country Rd Fire,2014-04-24T00:00:00,2014-04-24T00:00:00,2014-04-25T00:00:00,1,1A,SUFFOLK,RIVERHEAD,Incendiary, 1 - Grass - Light,5,0.1,40.92832,-72.7831,Private Property,,0,0,0,0,0,0,0,"Lunt,Chester A",911 Dispatch,,"{'longitude': '-72.7831', 'needs_recoding': False, 'latitude': '40.92832'}"
NYS-2014-0056,Hadley Fire,2014-04-24T00:00:00,2014-04-24T00:00:00,2014-04-24T00:00:00,5,5E,SARATOGA,HADLEY,Power line, 9 - Timber - Medium Hardwood Litter,5,0.5,43.32194,-73.8497,Private Property,Not applicable,0,0,0,0,0,0,0,"Schroeder,Rick A",Ranger Patrol,,"{'longitude': '-73.8497', 'needs_recoding': False, 'latitude': '43.32194'}"
NYS-2014-0057,Diesel Fire,2014-04-24T00:00:00,2014-04-24T00:00:00,2014-04-25T00:00:00,1,1A,SUFFOLK,BABYLON,Railroad, 5 - Brush - Continuous but Light,5,0.1,40.71977,-73.41809,Private Property,,0,0,0,0,0,0,0,"Pries,Joseph M",911 Dispatch,,"{'longitude': '-73.41809', 'needs_recoding': False, 'latitude': '40.71977'}"
NYS-2014-0058,Claryville Rd Fire,2014-04-24T00:00:00,2014-04-24T00:00:00,2014-04-24T00:00:00,3,3A,SULLIVAN,NEVERSINK,Power line, 1 - Grass - Light,5,0.3,41.862,-74.58534,Private Property,,0,0,0,0,0,0,0,"Quinn,Logan T",911 Dispatch,,"{'longitude': '-74.58534', 'needs_recoding': False, 'latitude': '41.862'}"
