Fire Number,Incident Name,Fire Start Date,Initial Report Date,Fire Out Date,Region,Zone,County,Municipality,Cause,NFFL Fuel Model,Complex Type,Acreage,Latitude,Longitude,Ownership,State Land Unit Name,Total,Fatalities,Injuries,Homes Lost,Homes Threatened,Other Structures Lost,Other Structures Threatened,Reporting Ranger,Fire Report Method,Railroad Name,Location 1
NYS-2013-0071,Cemetary Road Fire,2013-05-05T00:00:00,2013-05-05T00:00:00,2013-05-09T00:00:00,5,5B,FRANKLIN,MOIRA,Incendiary, 2 - Grass - Understory,5,7.9,44.87642,-74.50294,Private Property,,0,0,0,0,0,0,0,"Russell,David G",911 Dispatch,,"{'longitude': '-74.50294', 'needs_recoding': False, 'latitude': '44.87642'}"
NYS-2013-0072,Windy Hill Fire,2013-05-05T00:00:00,2013-05-05T00:00:00,2013-05-08T00:00:00,5,5F,WASHINGTON,EASTON,Debris Burning, 8 - Timber - Light Hardwood Litter,5,2,43.1123,-73.55978,Private Property,,0,0,0,0,0,0,0,"Solan,John X",911 Dispatch,,"{'longitude': '-73.55978', 'needs_recoding': False, 'latitude': '43.1123'}"
NYS-2013-0073,Lomber Road Fire ,2013-05-05T00:00:00,2013-05-05T00:00:00,2013-05-07T00:00:00,6,6B,LEWIS,WATSON,Incendiary, 9 - Timber - Medium Hardwood Litter,4,2.7,43.81612,-75.38505,State Forest/RF Area,Indian Pipe,0,0,0,0,0,0,0,"Candee,Martin ",911 Dispatch,,"{'longitude': '-75.38505', 'needs_recoding': False, 'latitude': '43.81612'}"
NYS-2013-0074,Wooded Way Fire,2013-04-30T00:00:00,2013-05-05T00:00:00,2013-04-30T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Children, 9 - Timber - Medium Hardwood Litter,5,0.3,40.90264,-72.7375,State Forest/RF Area,Peconic Headwaters,0,0,0,0,0,0,0,"Gallagher,Bryan ",911 Dispatch,,"{'longitude': '-72.7375', 'needs_recoding': False, 'latitude': '40.90264'}"
NYS-2013-0075,Greene 29 Fire,2013-05-05T00:00:00,2013-05-05T00:00:00,2013-05-06T00:00:00,4,4A,GREENE,NEW BALTIMORE,Campfire, 9 - Timber - Medium Hardwood Litter,4,0.3,42.38111,-73.80874,Forest Preserve,Greene 29,0,0,0,0,0,0,0,"Nelson,Christine X",911 Dispatch,,"{'longitude': '-73.80874', 'needs_recoding': False, 'latitude': '42.38111'}"
NYS-2013-0076,Caldwell Fire,2013-05-05T00:00:00,2013-05-05T00:00:00,2013-05-05T00:00:00,6,6C,HERKIMER,SCHUYLER,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.4,43.08936,-75.03493,State Forest/RF Area,Steuben Hill State Forest,0,0,0,0,0,0,0,"Pickett,Adam ",911 Dispatch,,"{'longitude': '-75.03493', 'needs_recoding': False, 'latitude': '43.08936'}"
NYS-2013-0077,Best Road Fire,2013-05-05T00:00:00,2013-05-05T00:00:00,2013-05-07T00:00:00,4,4A,RENSSELAER,EAST GREENBUSH,Debris Burning, 8 - Timber - Light Hardwood Litter,4,4.7,42.63306,-73.66493,Private Property,,0,0,0,0,0,0,0,"Hess,Joseph C",911 Dispatch,,"{'longitude': '-73.66493', 'needs_recoding': False, 'latitude': '42.63306'}"
NYS-2013-0078,Griffin Fire,2013-05-05T00:00:00,2013-05-04T00:00:00,2013-05-08T00:00:00,5,5F,WASHINGTON,SALEM,Equipment, 8 - Timber - Light Hardwood Litter,4,0.1,43.16188,-73.38706,Private Property,,0,0,0,0,0,0,0,"Bodnar,Michael J",911 Dispatch,,"{'longitude': '-73.38706', 'needs_recoding': False, 'latitude': '43.16188'}"
NYS-2013-0079,Six Mile Fire,2013-05-05T00:00:00,2013-05-05T00:00:00,2013-05-06T00:00:00,5,5A,HAMILTON,LONG LAKE,Power line, 8 - Timber - Light Hardwood Litter,5,0.3,43.97884,-74.34559,Conservation Easement,,0,0,0,0,0,0,0,"Jeffery,Delbert W",911 Dispatch,,"{'longitude': '-74.34559', 'needs_recoding': False, 'latitude': '43.97884'}"
NYS-2013-0080,Route 86 Fire,2013-05-05T00:00:00,2013-05-05T00:00:00,2013-05-06T00:00:00,5,5A,FRANKLIN,HARRIETSTOWN,Incendiary, 1 - Grass - Light,5,0.1,44.3482,-74.1445,Private Property,,0,0,0,0,0,0,0,"Fox,Daniel ",Ranger Patrol,,"{'longitude': '-74.1445', 'needs_recoding': False, 'latitude': '44.3482'}"
NYS-2013-0081,Castine Fire,2013-05-04T00:00:00,2013-05-04T00:00:00,2013-05-04T00:00:00,5,5B,CLINTON,CHAMPLAIN,Debris Burning, 9 - Timber - Medium Hardwood Litter,3,2.6,44.93697,-73.47903,Private Property,,0,0,0,0,0,0,0,"Bronson,Glen A",911 Dispatch,,"{'longitude': '-73.47903', 'needs_recoding': False, 'latitude': '44.93697'}"
NYS-2013-0082,RP 5 Fire,2013-05-01T00:00:00,2013-05-01T00:00:00,2013-05-03T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 6 - Brush - Mixed/Regeneration,5,1,40.9207,-72.94124,State Forest/RF Area,Rocky Point,0,0,0,0,0,0,0,"Slade,Kevin M",Fire Department,,"{'longitude': '-72.94124', 'needs_recoding': False, 'latitude': '40.9207'}"
NYS-2013-0083,Butternut Creek Fire,2013-05-05T00:00:00,2013-05-06T00:00:00,2013-05-05T00:00:00,7,7A,ONONDAGA,LAFAYETTE,Children, 3 - Grass - Heavy,4,24.1,42.88578,-76.08379,Private Property,N/A,0,0,1,0,0,0,0,"McPherson,James ",Supervisor,N/A,"{'longitude': '-76.08379', 'needs_recoding': False, 'latitude': '42.88578'}"
NYS-2013-0084,Bull Run Fire,2013-05-06T00:00:00,2013-05-06T00:00:00,2013-05-07T00:00:00,7,7A,OSWEGO,ALBION,Debris Burning,11 - Slash - Light,4,0.1,43.48047,-76.09068,Private Property,na,0,0,0,0,0,0,0,"Jackson,Scott ",911 Dispatch,na,"{'longitude': '-76.09068', 'needs_recoding': False, 'latitude': '43.48047'}"
NYS-2013-0085,1030 Valley Falls Rd Fire,2013-05-06T00:00:00,2013-05-06T00:00:00,2013-05-08T00:00:00,4,4A,RENSSELAER,PITTSTOWN,Debris Burning, 7 - Brush - Understory,4,1.5,42.88611,-73.56843,Private Property,,0,0,0,0,0,0,0,"Hess,Joseph C",911 Dispatch,,"{'longitude': '-73.56843', 'needs_recoding': False, 'latitude': '42.88611'}"
NYS-2013-0086,Rogers Lane Fire,2013-05-06T00:00:00,2013-05-06T00:00:00,2013-05-09T00:00:00,5,5B,ESSEX,CHESTERFIELD,Power line, 8 - Timber - Light Hardwood Litter,5,1,44.4931,-73.4687,Private Property,,0,0,0,0,0,0,0,"Fox,Daniel ",Ranger Patrol,,"{'longitude': '-73.4687', 'needs_recoding': False, 'latitude': '44.4931'}"
NYS-2013-0087,Swan Hill Fire,2013-05-06T00:00:00,2013-05-06T00:00:00,2013-05-07T00:00:00,8,8A,SCHUYLER,CATHARINE,Campfire, 8 - Timber - Light Hardwood Litter,4,2,42.32481,-76.70632,Wildlife Management Area,Connecticut Hill,0,0,0,0,0,0,0,"Meehan,William X",911 Dispatch,,"{'longitude': '-76.70632', 'needs_recoding': False, 'latitude': '42.32481'}"
NYS-2013-0088,Clark Road Fire,2013-05-07T00:00:00,2013-05-07T00:00:00,2013-05-08T00:00:00,5,5F,SARATOGA,PROVIDENCE,Campfire, 8 - Timber - Light Hardwood Litter,5,1.5,43.09284,-73.97377,Private Property,,0,0,0,0,0,0,0,"Goetke,Anthony G",911 Dispatch,,"{'longitude': '-73.97377', 'needs_recoding': False, 'latitude': '43.09284'}"
NYS-2013-0089,Across The River Fire,2013-05-08T00:00:00,2013-05-08T00:00:00,2013-05-08T00:00:00,5,5F,WASHINGTON,EASTON,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,43.10293,-73.57304,Private Property,,0,0,0,0,0,0,0,"Solan,John X",Ranger Patrol,,"{'longitude': '-73.57304', 'needs_recoding': False, 'latitude': '43.10293'}"
NYS-2013-0090,Babykin,2013-05-08T00:00:00,2013-05-08T00:00:00,2013-05-10T00:00:00,5,5B,FRANKLIN,BRANDON,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,3,44.71641,-74.42534,Private Property,,0,0,0,0,0,1,0,"Gliddi,Thomas ",Ranger Patrol,,"{'longitude': '-74.42534', 'needs_recoding': False, 'latitude': '44.71641'}"
NYS-2013-0091,Kingsley Road Fire,2013-05-08T00:00:00,2013-05-08T00:00:00,2013-05-09T00:00:00,6,6A,ST LAWRENCE,HOPKINTON,Incendiary, 7 - Brush - Understory,4,5.1,44.38506,-74.46446,State Forest/RF Area,Whiskey Flats State Forest,0,0,0,0,0,0,0,"Terry,Jay ",Ranger Patrol,,"{'longitude': '-74.46446', 'needs_recoding': False, 'latitude': '44.38506'}"
NYS-2013-0092,Plattsburgh State Field House,2013-05-08T00:00:00,2013-05-08T00:00:00,2013-05-09T00:00:00,5,5B,CLINTON,PLATTSBURGH,Incendiary, 9 - Timber - Medium Hardwood Litter,4,0.4,44.67498,-73.47594,Private Property,,0,0,0,0,0,0,0,"Bronson,Glen A",Other,,"{'longitude': '-73.47594', 'needs_recoding': False, 'latitude': '44.67498'}"
NYS-2013-0093,Wanakena Burn,2013-05-09T00:00:00,2013-05-09T00:00:00,2013-05-09T00:00:00,6,6A,ST LAWRENCE,FINE,Prescribed Fire, 1 - Grass - Light,5,0.6,44.15543,-74.90069,Private Property,Wanakena Ranger School,0,0,0,0,0,0,0,"Meehan,William X",DEC Dispatch,,"{'longitude': '-74.90069', 'needs_recoding': False, 'latitude': '44.15543'}"
NYS-2013-0094,Sampson Pond Fire,2013-05-10T00:00:00,2013-05-10T00:00:00,2013-05-14T00:00:00,6,6A,ST LAWRENCE,COLTON,Lightning, 9 - Timber - Medium Hardwood Litter,4,6.8,44.26559,-74.72669,Private Property,,0,0,0,0,0,0,0,"Benzel,William ",Other,,"{'longitude': '-74.72669', 'needs_recoding': False, 'latitude': '44.26559'}"
NYS-2013-0095,River Rd North RX,2013-05-13T00:00:00,2013-05-13T00:00:00,2013-05-14T00:00:00,1,1A,SUFFOLK,RIVERHEAD,Prescribed Fire, 1 - Grass - Light,4,33,40.90789,-72.76009,State Forest/RF Area,River Rd North RX,0,0,0,0,0,0,0,"Gallagher,Bryan ",Ranger Patrol,,"{'longitude': '-72.76009', 'needs_recoding': False, 'latitude': '40.90789'}"
NYS-2013-0096,Windmill Fire,2013-05-15T00:00:00,2013-05-15T00:00:00,2013-05-15T00:00:00,8,8A,STEUBEN,COHOCTON,Incendiary, 1 - Grass - Light,5,3.5,42.5119,-77.53228,Private Property,,0,0,0,0,0,0,0,"Carpenter,Timothy J",911 Dispatch,,"{'longitude': '-77.53228', 'needs_recoding': False, 'latitude': '42.5119'}"
NYS-2013-0097,Eagle Lake Fire,2013-05-16T00:00:00,2013-05-16T00:00:00,2013-05-16T00:00:00,5,5E,ESSEX,TICONDEROGA,Power line, 8 - Timber - Light Hardwood Litter,5,0.5,43.88016,-73.56219,Private Property,,0,0,0,0,0,0,0,"Kabrehl,Charles J",DEC Dispatch,,"{'longitude': '-73.56219', 'needs_recoding': False, 'latitude': '43.88016'}"
NYS-2013-0098,North Creek Airport Fire,2013-05-16T00:00:00,2013-05-16T00:00:00,2013-05-17T00:00:00,5,5E,WARREN,JOHNSBURG,Power line, 8 - Timber - Light Hardwood Litter,5,1.5,43.6902,-73.9731,Private Property,,0,0,0,0,0,0,0,"Kabrehl,Charles J",911 Dispatch,,"{'longitude': '-73.9731', 'needs_recoding': False, 'latitude': '43.6902'}"
NYS-2013-0099,Pine Mountain Fire,2013-05-16T00:00:00,2013-05-16T00:00:00,2013-05-27T00:00:00,5,5E,WARREN,WARRENSBURG,Lightning, 9 - Timber - Medium Hardwood Litter,4,16.8,43.46688,-73.81283,Forest Preserve,Lake George WF,0,0,0,0,0,0,0,"Donegan,Evan F",911 Dispatch,,"{'longitude': '-73.81283', 'needs_recoding': False, 'latitude': '43.46688'}"
NYS-2013-0100,Warrenburg Road Fire,2013-05-16T00:00:00,2013-05-16T00:00:00,2013-05-25T00:00:00,5,5E,WARREN,STONY CREEK,Power line, 8 - Timber - Light Hardwood Litter,5,5,43.41339,-73.90394,Private Property,,0,0,0,0,0,0,0,"St. Claire,Mark R",Ranger Patrol,,"{'longitude': '-73.90394', 'needs_recoding': False, 'latitude': '43.41339'}"
NYS-2013-0101,Hungary Hollow Fire,2013-05-17T00:00:00,2013-05-17T00:00:00,2013-05-17T00:00:00,9,9A,CATTARAUGUS,LITTLE VALLEY,Miscellaneous, 9 - Timber - Medium Hardwood Litter,5,1,42.21668,-78.70116,Private Property,,0,0,0,0,0,0,0,"Rogers,Robert C",911 Dispatch,,"{'longitude': '-78.70116', 'needs_recoding': False, 'latitude': '42.21668'}"
NYS-2013-0102,powerline prescribed burn,2013-05-17T00:00:00,2013-05-17T00:00:00,2013-05-17T00:00:00,4,4B,ALBANY,ALBANY,Prescribed Fire, 1 - Grass - Light,1,3.8,42.71376,-73.88569,Other Government,Albany Pine Bush,0,0,0,0,0,0,0,"Edmunds,Thomas R",Other,N/A,"{'longitude': '-73.88569', 'needs_recoding': False, 'latitude': '42.71376'}"
NYS-2013-0103,Sarnoff 5 Fire,2013-05-13T00:00:00,2013-05-21T00:00:00,2013-05-13T00:00:00,1,1A,SUFFOLK,SOUTHAMPTON,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,40.89957,-72.65264,State Forest/RF Area,Sarnoff Preserve,0,0,0,0,0,0,0,"Gallagher,Bryan ",Fire Department,,"{'longitude': '-72.65264', 'needs_recoding': False, 'latitude': '40.89957'}"
NYS-2013-0104,Town Line Fires,2013-05-30T00:00:00,2013-05-30T00:00:00,2013-05-30T00:00:00,1,1A,SUFFOLK,SOUTHAMPTON,Equipment, 1 - Grass - Light,5,0.1,40.90744,-72.70177,Other Government,,0,0,0,0,0,0,0,"Thompson,Michael W",911 Dispatch,,"{'longitude': '-72.70177', 'needs_recoding': False, 'latitude': '40.90744'}"
NYS-2013-0105,8th Lake Fire,2013-06-01T00:00:00,2013-06-01T00:00:00,2013-06-03T00:00:00,5,5D,HAMILTON,INLET,Campfire, 5 - Brush - Continuous but Light,5,0.1,43.78526,-74.69714,State Forest/RF Area,,0,0,0,0,0,0,0,"Waters,James ",DEC Dispatch,,"{'longitude': '-74.69714', 'needs_recoding': False, 'latitude': '43.78526'}"
NYS-2013-0106,Lyon Mt Transformer,2013-06-26T00:00:00,2013-06-26T00:00:00,2013-06-27T00:00:00,5,5B,CLINTON,SARANAC,Lightning, 8 - Timber - Light Hardwood Litter,5,0.1,44.69561,-73.88247,Private Property,,0,0,0,0,0,0,0,"Russell,David G",911 Dispatch,,"{'longitude': '-73.88247', 'needs_recoding': False, 'latitude': '44.69561'}"
NYS-2013-0108,Spot 16 Fire,2013-07-17T00:00:00,2013-07-17T00:00:00,2013-07-23T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Incendiary, 7 - Brush - Understory,5,4.2,40.90941,-72.92995,Unique Area,Rocky Point NRMA,0,0,0,0,0,0,0,"Thompson,Michael W",911 Dispatch,,"{'longitude': '-72.92995', 'needs_recoding': False, 'latitude': '40.90941'}"
NYS-2013-0110,Kings Road Red Trail,2013-08-05T00:00:00,2013-08-05T00:00:00,2013-08-05T00:00:00,4,4A,ALBANY,COLONIE,Incendiary, 2 - Grass - Understory,5,0.1,42.73868,-73.88692,Other Government,Albany Pine Bush,0,0,0,0,0,0,0,"Glesmann,Karen ",Other,,"{'longitude': '-73.88692', 'needs_recoding': False, 'latitude': '42.73868'}"
NYS-2013-0111,Johnson Pond Fire,2013-08-19T00:00:00,2013-08-19T00:00:00,2013-08-23T00:00:00,5,5E,ESSEX,NORTH HUDSON,Smoking,10 - Timber  - Heavy Litter/Downed Fuels,5,3,43.93263,-73.69293,Forest Preserve,Hammond Pond Wild Forest,0,0,0,0,0,0,0,"Schroeder,Rick A",DEC Dispatch,,"{'longitude': '-73.69293', 'needs_recoding': False, 'latitude': '43.93263'}"
NYS-2013-0112,Goose Pond,2013-08-22T00:00:00,2013-08-22T00:00:00,2013-08-24T00:00:00,5,5E,ESSEX,SCHROON,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,5,0.3,43.83934,-73.67948,Wilderness Area,Pharoah Lake Wilderness,0,0,0,0,0,0,0,"Perryman,Arthur C",Ranger Patrol,,"{'longitude': '-73.67948', 'needs_recoding': False, 'latitude': '43.83934'}"
NYS-2013-0113,Sargent Pond Fire,2013-08-23T00:00:00,2013-08-23T00:00:00,2013-08-25T00:00:00,5,5A,HAMILTON,ARIETTA,Campfire, 5 - Brush - Continuous but Light,5,0.1,43.85972,-74.56647,Forest Preserve,Sargents Pond Wild Forest,0,0,0,0,0,0,0,"Waters,James ",DEC Dispatch,,"{'longitude': '-74.56647', 'needs_recoding': False, 'latitude': '43.85972'}"
NYS-2013-0114,Clear Pond Fire,2013-09-08T00:00:00,2013-09-08T00:00:00,2013-09-08T00:00:00,5,5E,ESSEX,TICONDEROGA,Campfire, 9 - Timber - Medium Hardwood Litter,5,0.1,43.83956,-73.59183,Forest Preserve,Pharoah Lakes Wilderness,0,0,0,0,0,0,0,"Kabrehl,Charles J",Ranger Patrol,,"{'longitude': '-73.59183', 'needs_recoding': False, 'latitude': '43.83956'}"
NYS-2013-0115,Bald Mt Fire,2013-09-08T00:00:00,2013-09-08T00:00:00,2013-09-12T00:00:00,5,5B,ESSEX,ELIZABETHTOWN,Campfire, 8 - Timber - Light Hardwood Litter,5,0.2,44.15254,-73.63611,Forest Preserve,Giant Mountain Wilderness,0,0,0,0,0,0,0,"Praczkajlo,Robert ",Ranger Patrol,n/a,"{'longitude': '-73.63611', 'needs_recoding': False, 'latitude': '44.15254'}"
NYS-2013-0116,Cedar Lake Fire,2013-09-13T00:00:00,2013-09-13T00:00:00,2013-09-15T00:00:00,5,5D,HAMILTON,LAKE PLEASANT,Campfire, 6 - Brush - Mixed/Regeneration,5,0.1,43.7179,-74.46848,Forest Preserve,West Canada,0,0,0,0,0,0,0,"Lomnitzer,Bruce D",Ranger Patrol,,"{'longitude': '-74.46848', 'needs_recoding': False, 'latitude': '43.7179'}"
NYS-2013-0117,Perkins Clearing Fire,2013-09-20T00:00:00,2013-09-20T00:00:00,2013-09-21T00:00:00,5,5D,HAMILTON,LAKE PLEASANT,Campfire, 8 - Timber - Light Hardwood Litter,5,0.1,43.59634,-74.41657,Forest Preserve,Jessup River Wildforest,0,0,0,0,0,0,0,"Kallen,David A",Other,,"{'longitude': '-74.41657', 'needs_recoding': False, 'latitude': '43.59634'}"
NYS-2013-0118,Moose Pond Fire,2013-09-26T00:00:00,2013-09-26T00:00:00,2013-09-28T00:00:00,5,5C,ESSEX,ST ARMAND,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,5,0.1,44.37497,-74.05894,Forest Preserve,McKenzie Mt Wilderness,0,0,0,0,0,0,0,"Burns,Kevin ",Fire Department,,"{'longitude': '-74.05894', 'needs_recoding': False, 'latitude': '44.37497'}"
NYS-2013-0119,Huck Mound at Pinebush,2013-10-02T00:00:00,2013-10-02T00:00:00,2013-10-02T00:00:00,4,4A,ALBANY,ALBANY,Prescribed Fire, 5 - Brush - Continuous but Light,4,35,42.71361,-73.8613,Other Government,Pine Bush Nature Conservacy,0,0,0,0,0,0,0,"Glesmann,Karen ",Ranger Patrol,,"{'longitude': '-73.8613', 'needs_recoding': False, 'latitude': '42.71361'}"
NYS-2013-0120,Alley Cat Pinebush ,2013-10-03T00:00:00,2013-10-03T00:00:00,2013-10-03T00:00:00,4,4A,ALBANY,GUILDERLAND,Prescribed Fire, 3 - Grass - Heavy,4,15,42.72986,-73.8813,Other Government,Albany Pine Bush Preserve,0,0,0,0,0,0,0,"Glesmann,Karen ",Ranger Patrol,,"{'longitude': '-73.8813', 'needs_recoding': False, 'latitude': '42.72986'}"
NYS-2013-0121,Deer Leaf Mountain,2013-10-03T00:00:00,2013-10-03T00:00:00,2013-10-05T00:00:00,5,5E,WARREN,STONY CREEK,Smoking, 8 - Timber - Light Hardwood Litter,5,0.3,43.4235,-73.88905,Private Property,,0,0,0,0,0,0,0,"Donegan,Evan F",Fire Department,,"{'longitude': '-73.88905', 'needs_recoding': False, 'latitude': '43.4235'}"
NYS-2013-0122,Eveland Fire ,2013-10-03T00:00:00,2013-10-03T00:00:00,2013-10-05T00:00:00,8,8A,STEUBEN,COHOCTON,Equipment, 9 - Timber - Medium Hardwood Litter,4,11.2,42.51948,-77.39189,Private Property,,0,0,0,0,0,0,0,"Carpenter,Timothy J",911 Dispatch,,"{'longitude': '-77.39189', 'needs_recoding': False, 'latitude': '42.51948'}"
NYS-2013-0123,Truesdale Hill,2013-10-04T00:00:00,2013-10-04T00:00:00,2013-10-10T00:00:00,5,5E,WARREN,LAKE GEORGE,Smoking, 8 - Timber - Light Hardwood Litter,5,2,43.48196,-73.72842,Private Property,,0,0,0,0,0,0,0,"Kabrehl,Charles J",911 Dispatch,,"{'longitude': '-73.72842', 'needs_recoding': False, 'latitude': '43.48196'}"
NYS-2013-0124,Nubble Fire,2013-10-10T00:00:00,2013-10-10T00:00:00,2013-10-13T00:00:00,5,5C,ESSEX,KEENE,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,5,0.1,44.14466,-73.73555,Forest Preserve,Giant Mt Wilderness,0,0,0,0,0,0,0,"Kostoss,Christopher ",DEC Dispatch,,"{'longitude': '-73.73555', 'needs_recoding': False, 'latitude': '44.14466'}"
NYS-2013-0125,Weeping Native Fire,2013-10-18T00:00:00,2013-10-18T00:00:00,2013-10-21T00:00:00,1,1A,SUFFOLK,BABYLON,Miscellaneous, 9 - Timber - Medium Hardwood Litter,4,0.1,40.76789,-73.30291,State Forest/RF Area,Edgewood Preserve,0,0,0,0,0,0,0,"Gallagher,Bryan ",911 Dispatch,,"{'longitude': '-73.30291', 'needs_recoding': False, 'latitude': '40.76789'}"
NYS-2013-0126,Mt Eve,2013-10-21T00:00:00,2013-10-21T00:00:00,2013-11-05T00:00:00,3,3B,ORANGE,WARWICK,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,4,147,41.30126,-74.41623,Private Property,,2305,0,0,0,0,0,0,"Sabo,Scott L",911 Dispatch,,"{'longitude': '-74.41623', 'needs_recoding': False, 'latitude': '41.30126'}"
NYS-2013-0127,Dean Hill Rd,2013-10-27T00:00:00,2013-10-27T00:00:00,2013-10-29T00:00:00,4,4A,COLUMBIA,CANAAN,Power line, 8 - Timber - Light Hardwood Litter,5,10.3,42.36429,-73.41209,Private Property,,0,0,0,0,0,0,0,"DiCintio,Chris A",911 Dispatch,,"{'longitude': '-73.41209', 'needs_recoding': False, 'latitude': '42.36429'}"
NYS-2013-0128,Ackerly Rd Fire,2013-10-27T00:00:00,2013-10-27T00:00:00,2013-10-27T00:00:00,4,4B,SCHOHARIE,CONESVILLE,Debris Burning, 9 - Timber - Medium Hardwood Litter,5,3,42.22608,-74.16945,Private Property,,0,0,0,0,0,0,0,"Henry,William ",911 Dispatch,,"{'longitude': '-74.16945', 'needs_recoding': False, 'latitude': '42.22608'}"
NYS-2013-0129,Preston Pond Fire ,2013-10-26T00:00:00,2013-10-27T00:00:00,2013-10-27T00:00:00,1,1A,SUFFOLK,RIVERHEAD,Incendiary, 5 - Brush - Continuous but Light,5,0.1,40.90438,-72.81693,Unique Area,Otis Pike,0,0,0,0,0,0,0,"Pries,Joseph M",911 Dispatch,,"{'longitude': '-72.81693', 'needs_recoding': False, 'latitude': '40.90438'}"
NYS-2013-0130,Biers Rd Fire,2013-10-28T00:00:00,2013-10-28T00:00:00,2013-10-30T00:00:00,4,4A,ALBANY,COEYMANS,Debris Burning, 8 - Timber - Light Hardwood Litter,5,12.7,42.5206,-73.90508,Private Property,,0,0,0,0,0,0,0,"Glesmann,Karen ",DEC Dispatch,,"{'longitude': '-73.90508', 'needs_recoding': False, 'latitude': '42.5206'}"
NYS-2013-0131,Pages Way Fire,2013-10-28T00:00:00,2013-10-28T00:00:00,2013-10-28T00:00:00,5,5F,WASHINGTON,FORT ANN,Miscellaneous, 8 - Timber - Light Hardwood Litter,5,0.8,43.51548,-73.55254,Private Property,,0,0,0,0,0,1,0,"Solan,John X",911 Dispatch,,"{'longitude': '-73.55254', 'needs_recoding': False, 'latitude': '43.51548'}"
NYS-2013-0132,Cemetery Rd Fire,2013-10-29T00:00:00,2013-10-29T00:00:00,2013-11-09T00:00:00,1,1A,SUFFOLK,BROOKHAVEN,Miscellaneous, 9 - Timber - Medium Hardwood Litter,4,7.8,40.8427,-72.91658,Other Government,Warbler Woods,0,0,0,0,0,0,0,"Nally,David X",911 Dispatch,,"{'longitude': '-72.91658', 'needs_recoding': False, 'latitude': '40.8427'}"
NYS-2013-0133,Line Rd Prescribed Fire,2013-10-29T00:00:00,2013-10-29T00:00:00,2013-10-30T00:00:00,1,1A,SUFFOLK,RIVERHEAD,Prescribed Fire, 1 - Grass - Light,5,9,40.90275,-72.81406,Unique Area,Pike Preserve,0,0,0,0,0,0,0,"Meehan,William X",Ranger Patrol,,"{'longitude': '-72.81406', 'needs_recoding': False, 'latitude': '40.90275'}"
NYS-2013-0134,Old Post Road Fire,2013-10-29T00:00:00,2013-10-29T00:00:00,2013-10-31T00:00:00,3,3B,ULSTER,ESOPUS,Smoking, 8 - Timber - Light Hardwood Litter,3,11.8,41.82291,-74.02596,Private Property,,0,0,0,0,0,0,0,"Nelson,Christine X",DEC Dispatch,,"{'longitude': '-74.02596', 'needs_recoding': False, 'latitude': '41.82291'}"
NYS-2013-0135,Bethpage Range Fire,2013-11-04T00:00:00,2013-11-04T00:00:00,2013-11-11T00:00:00,1,1A,NASSAU,OYSTER BAY,Incendiary, 8 - Timber - Light Hardwood Litter,5,2.6,40.7481,-73.44099,OPR&HP (State Parks),Beth Page State Park ,0,0,0,0,0,0,0,"Lunt,Chester A",Fire Department,,"{'longitude': '-73.44099', 'needs_recoding': False, 'latitude': '40.7481'}"
NYS-2013-0136,Francis Lake Fire,2013-11-05T00:00:00,2013-11-05T00:00:00,2013-11-08T00:00:00,5,5D,HAMILTON,INDIAN LAKE,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,5,0.5,43.47314,-74.11436,Forest Preserve,Hudson River Gorge,0,0,0,0,0,0,0,"Miller,Gary W",Landowner,,"{'longitude': '-74.11436', 'needs_recoding': False, 'latitude': '43.47314'}"
NYS-2013-0137,Alley Cat & Antelope Unit RX,2013-11-06T00:00:00,2013-11-06T00:00:00,2013-11-07T00:00:00,4,4A,ALBANY,GUILDERLAND,Prescribed Fire, 4 - Brush - Heavy/Volatile,5,35,42.72986,-73.8813,Other Government,Albany Pine Bush Preserve,0,0,0,0,0,0,0,"Henry,William ",Ranger Patrol,,"{'longitude': '-73.8813', 'needs_recoding': False, 'latitude': '42.72986'}"
NYS-2013-0138,Wading River Manor Road Fire,2013-11-06T00:00:00,2013-11-06T00:00:00,2013-11-08T00:00:00,1,1A,SUFFOLK,RIVERHEAD,Incendiary, 8 - Timber - Light Hardwood Litter,5,0.1,40.89249,-72.82048,State Forest/RF Area,Otis Pike Preserve,0,0,0,0,0,0,0,"Lunt,Chester A",Fire Department,,"{'longitude': '-72.82048', 'needs_recoding': False, 'latitude': '40.89249'}"
NYS-2013-0139,Island Pond,2013-11-09T00:00:00,2013-11-10T00:00:00,2013-11-27T00:00:00,3,3B,ORANGE,TUXEDO,Campfire, 9 - Timber - Medium Hardwood Litter,5,58,41.24937,-74.13843,OPR&HP (State Parks),Harriman State Park,0,0,0,0,0,0,0,"Slingerland,David ",DEC Dispatch,,"{'longitude': '-74.13843', 'needs_recoding': False, 'latitude': '41.24937'}"
